Id,Nome,Type,Altura,Peso,Urls das Habilidades,Nomes das Habilidades,Evoluções
0838,Carkol,"Rock,Fire",1.1 m (3′07″),78.0 kg (172.0 lbs),"/ability/steam-engine,/ability/flame-body,/ability/flash-fire","steam-engine,flame-body,flash-fire","Rolycoly,Carkol,Coalossal"
0837,Rolycoly,Rock,0.3 m (1′00″),12.0 kg (26.5 lbs),"/ability/steam-engine,/ability/heatproof,/ability/flash-fire","steam-engine,heatproof,flash-fire","Rolycoly,Carkol,Coalossal"
0836,Boltund,Electric,1.0 m (3′03″),34.0 kg (75.0 lbs),"/ability/strong-jaw,/ability/competitive","strong-jaw,competitive","Yamper,Boltund"
0835,Yamper,Electric,0.3 m (1′00″),13.5 kg (29.8 lbs),"/ability/ball-fetch,/ability/rattled","ball-fetch,rattled","Yamper,Boltund"
0826,Orbeetle,"Bug,Psychic",0.4 m (1′04″),40.8 kg (89.9 lbs),"/ability/swarm,/ability/frisk,/ability/telepathy","swarm,frisk,telepathy","Blipbug,Dottler,Orbeetle"
0825,Dottler,"Bug,Psychic",0.4 m (1′04″),19.5 kg (43.0 lbs),"/ability/swarm,/ability/compound-eyes,/ability/telepathy","swarm,compound-eyes,telepathy","Blipbug,Dottler,Orbeetle"
0824,Blipbug,Bug,0.4 m (1′04″),8.0 kg (17.6 lbs),"/ability/swarm,/ability/compound-eyes,/ability/telepathy","swarm,compound-eyes,telepathy","Blipbug,Dottler,Orbeetle"
0823,Corviknight,"Flying,Steel",2.2 m (7′03″),75.0 kg (165.3 lbs),"/ability/pressure,/ability/unnerve,/ability/mirror-armor","pressure,unnerve,mirror-armor","Rookidee,Corvisquire,Corviknight"
0822,Corvisquire,Flying,0.8 m (2′07″),16.0 kg (35.3 lbs),"/ability/keen-eye,/ability/unnerve,/ability/big-pecks","keen-eye,unnerve,big-pecks","Rookidee,Corvisquire,Corviknight"
0821,Rookidee,Flying,0.2 m (0′08″),1.8 kg (4.0 lbs),"/ability/keen-eye,/ability/unnerve,/ability/big-pecks","keen-eye,unnerve,big-pecks","Rookidee,Corvisquire,Corviknight"
0820,Greedent,Normal,0.6 m (2′00″),6.0 kg (13.2 lbs),"/ability/cheek-pouch,/ability/gluttony","cheek-pouch,gluttony","Skwovet,Greedent"
0819,Skwovet,Normal,0.3 m (1′00″),2.5 kg (5.5 lbs),"/ability/cheek-pouch,/ability/gluttony","cheek-pouch,gluttony","Skwovet,Greedent"
0818,Inteleon,Water,1.9 m (6′03″),45.2 kg (99.6 lbs),"/ability/torrent,/ability/sniper","torrent,sniper","Sobble,Drizzile,Inteleon"
0817,Drizzile,Water,0.7 m (2′04″),11.5 kg (25.4 lbs),"/ability/torrent,/ability/sniper","torrent,sniper","Sobble,Drizzile,Inteleon"
0816,Sobble,Water,0.3 m (1′00″),4.0 kg (8.8 lbs),"/ability/torrent,/ability/sniper","torrent,sniper","Sobble,Drizzile,Inteleon"
0815,Cinderace,Fire,1.4 m (4′07″),33.0 kg (72.8 lbs),"/ability/blaze,/ability/libero","blaze,libero","Scorbunny,Raboot,Cinderace"
0814,Raboot,Fire,0.6 m (2′00″),9.0 kg (19.8 lbs),"/ability/blaze,/ability/libero","blaze,libero","Scorbunny,Raboot,Cinderace"
0813,Scorbunny,Fire,0.3 m (1′00″),4.5 kg (9.9 lbs),"/ability/blaze,/ability/libero","blaze,libero","Scorbunny,Raboot,Cinderace"
0804,Naganadel,"Poison,Dragon",3.6 m (11′10″),150.0 kg (330.7 lbs),/ability/beast-boost,beast-boost,"Poipole,Naganadel"
0803,Poipole,Poison,0.6 m (2′00″),1.8 kg (4.0 lbs),/ability/beast-boost,beast-boost,"Poipole,Naganadel"
0802,Marshadow,"Fighting,Ghost",0.7 m (2′04″),22.2 kg (48.9 lbs),/ability/technician,technician,
0801,Magearna,"Steel,Fairy",1.0 m (3′03″),80.5 kg (177.5 lbs),/ability/soul-heart,soul-heart,
0798,Kartana,"Grass,Steel",0.3 m (1′00″),0.1 kg (0.2 lbs),/ability/beast-boost,beast-boost,
0797,Celesteela,"Steel,Flying,Haina Desert,Malie Garden",9.2 m (30′02″),999.9 kg (2204.4 lbs),/ability/beast-boost,beast-boost,
0796,Xurkitree,"Electric,Ultra Space",3.8 m (12′06″),100.0 kg (220.5 lbs),/ability/beast-boost,beast-boost,
0795,Pheromosa,"Bug,Fighting,Verdant Cavern",1.8 m (5′11″),25.0 kg (55.1 lbs),/ability/beast-boost,beast-boost,
0794,Buzzwole,"Bug,Fighting",2.4 m (7′10″),333.6 kg (735.5 lbs),/ability/beast-boost,beast-boost,
0793,Nihilego,"Rock,Poison,Ultra Space",1.2 m (3′11″),55.5 kg (122.4 lbs),/ability/beast-boost,beast-boost,
0786,Tapu Lele,"Psychic,Fairy",1.2 m (3′11″),18.6 kg (41.0 lbs),"/ability/psychic-surge,/ability/telepathy","psychic-surge,telepathy",
0785,Tapu Koko,"Electric,Fairy",1.8 m (5′11″),20.5 kg (45.2 lbs),"/ability/electric-surge,/ability/telepathy","electric-surge,telepathy",
0784,Kommo-o,"Dragon,Fighting,Vast Poni Canyon,Heahea Beach",1.6 m (5′03″),78.2 kg (172.4 lbs),"/ability/bulletproof,/ability/soundproof,/ability/overcoat","bulletproof,soundproof,overcoat","Jangmo-o,Hakamo-o,Kommo-o"
0783,Hakamo-o,"Dragon,Fighting",1.2 m (3′11″),47.0 kg (103.6 lbs),"/ability/bulletproof,/ability/soundproof,/ability/overcoat","bulletproof,soundproof,overcoat","Jangmo-o,Hakamo-o,Kommo-o"
0782,Jangmo-o,Dragon,0.6 m (2′00″),29.7 kg (65.5 lbs),"/ability/bulletproof,/ability/soundproof,/ability/overcoat","bulletproof,soundproof,overcoat","Jangmo-o,Hakamo-o,Kommo-o"
0781,Dhelmise,"Ghost,Grass",3.9 m (12′10″),210.0 kg (463.0 lbs),/ability/steelworker,steelworker,
0778,Mimikyu,"Ghost,Fairy,Thrifty Megamart,Heahea Beach",0.2 m (0′08″),0.7 kg (1.5 lbs),/ability/disguise,disguise,
0777,Togedemaru,"Electric,Steel,Blush Mountain,Heahea Beach",0.3 m (1′00″),3.3 kg (7.3 lbs),"/ability/iron-barbs,/ability/lightning-rod,/ability/sturdy","iron-barbs,lightning-rod,sturdy",
0776,Turtonator,"Fire,Dragon",2.0 m (6′07″),212.0 kg (467.4 lbs),/ability/shell-armor,shell-armor,
0775,Komala,Normal,0.4 m (1′04″),19.9 kg (43.9 lbs),/ability/comatose,comatose,
0774,Minior,"Rock,Flying,Rock,Flying",0.3 m (1′00″),40.0 kg (88.2 lbs),"/ability/shields-down,/ability/shields-down","shields-down,shields-down",
0773,Silvally,Normal,2.3 m (7′07″),100.5 kg (221.6 lbs),/ability/rks-system,rks-system,"Type: Null,Silvally"
0772,Type: Null,"Normal,Ancient Poni Path",1.9 m (6′03″),120.5 kg (265.7 lbs),/ability/battle-armor,battle-armor,"Type: Null,Silvally"
0771,Pyukumuku,Water,0.3 m (1′00″),1.2 kg (2.6 lbs),"/ability/innards-out,/ability/unaware","innards-out,unaware",
0770,Palossand,"Ghost,Ground",1.3 m (4′03″),250.0 kg (551.2 lbs),"/ability/water-compaction,/ability/sand-veil","water-compaction,sand-veil","Sandygast,Palossand"
0763,Tsareena,Grass,1.2 m (3′11″),21.4 kg (47.2 lbs),"/ability/leaf-guard,/ability/queenly-majesty,/ability/sweet-veil","leaf-guard,queenly-majesty,sweet-veil","Bounsweet,Steenee,Tsareena"
0762,Steenee,"Grass,Lush Jungle",0.7 m (2′04″),8.2 kg (18.1 lbs),"/ability/leaf-guard,/ability/oblivious,/ability/sweet-veil","leaf-guard,oblivious,sweet-veil","Bounsweet,Steenee,Tsareena"
0761,Bounsweet,Grass,0.3 m (1′00″),3.2 kg (7.1 lbs),"/ability/leaf-guard,/ability/oblivious,/ability/sweet-veil","leaf-guard,oblivious,sweet-veil","Bounsweet,Steenee,Tsareena"
0758,Salazzle,"Poison,Fire,Wela Volcano Park,Lush Jungle",1.2 m (3′11″),22.2 kg (48.9 lbs),"/ability/corrosion,/ability/oblivious","corrosion,oblivious","Salandit,Salazzle"
0757,Salandit,"Poison,Fire,Route 8,Wela Volcano Park,Lush Jungle",0.6 m (2′00″),4.8 kg (10.6 lbs),"/ability/corrosion,/ability/oblivious","corrosion,oblivious","Salandit,Salazzle"
0756,Shiinotic,"Grass,Fairy,Route 11",1.0 m (3′03″),11.5 kg (25.4 lbs),"/ability/illuminate,/ability/effect-spore,/ability/rain-dish","illuminate,effect-spore,rain-dish","Morelull,Shiinotic"
0755,Morelull,"Grass,Fairy,Brooklet Hill,Lush Jungle",0.2 m (0′08″),1.5 kg (3.3 lbs),"/ability/illuminate,/ability/effect-spore,/ability/rain-dish","illuminate,effect-spore,rain-dish","Morelull,Shiinotic"
0754,Lurantis,"Grass,Heahea Beach",0.9 m (2′11″),18.5 kg (40.8 lbs),"/ability/leaf-guard,/ability/contrary","leaf-guard,contrary","Fomantis,Lurantis"
0753,Fomantis,Grass,0.3 m (1′00″),1.5 kg (3.3 lbs),"/ability/leaf-guard,/ability/contrary","leaf-guard,contrary","Fomantis,Lurantis"
0752,Araquanid,"Water,Bug,Malie Garden,Heahea Beach",1.8 m (5′11″),82.0 kg (180.8 lbs),"/ability/water-bubble,/ability/water-absorb","water-bubble,water-absorb","Dewpider,Araquanid"
0751,Dewpider,"Water,Bug",0.3 m (1′00″),4.0 kg (8.8 lbs),"/ability/water-bubble,/ability/water-absorb","water-bubble,water-absorb","Dewpider,Araquanid"
0742,Cutiefly,"Bug,Fairy,Route 2,3,Melemele Meadow,Poké Pelago",0.1 m (0′04″),0.2 kg (0.4 lbs),"/ability/honey-gather,/ability/shield-dust,/ability/sweet-veil","honey-gather,shield-dust,sweet-veil","Cutiefly,Ribombee"
0741,Oricorio,"Fire,Flying,Electric,Flying,Psychic,Flying,Ghost,Flying",0.6 m (2′00″),3.4 kg (7.5 lbs),"/ability/dancer,/ability/dancer,/ability/dancer,/ability/dancer","dancer,dancer,dancer,dancer",
0734,Yungoos,"Normal,Route 1,2,4,6,8,Kala'e Bay,Verdant Cavern",0.4 m (1′04″),6.0 kg (13.2 lbs),"/ability/strong-jaw,/ability/stakeout,/ability/adaptability","strong-jaw,stakeout,adaptability","Yungoos,Gumshoos"
0733,Toucannon,"Normal,Flying,Route 11,Poni Grove,Poni Plains",1.1 m (3′07″),26.0 kg (57.3 lbs),"/ability/keen-eye,/ability/skill-link,/ability/sheer-force","keen-eye,skill-link,sheer-force","Pikipek,Trumbeak,Toucannon"
0732,Trumbeak,"Normal,Flying",0.6 m (2′00″),14.8 kg (32.6 lbs),"/ability/keen-eye,/ability/skill-link,/ability/pickup","keen-eye,skill-link,pickup","Pikipek,Trumbeak,Toucannon"
0731,Pikipek,"Normal,Flying,Route 1,4,5,6,Poké Pelago",0.3 m (1′00″),1.2 kg (2.6 lbs),"/ability/keen-eye,/ability/skill-link,/ability/pickup","keen-eye,skill-link,pickup","Pikipek,Trumbeak,Toucannon"
0730,Primarina,"Water,Fairy",1.8 m (5′11″),44.0 kg (97.0 lbs),"/ability/torrent,/ability/liquid-voice","torrent,liquid-voice","Popplio,Brionne,Primarina"
0729,Brionne,Water,0.6 m (2′00″),17.5 kg (38.6 lbs),"/ability/torrent,/ability/liquid-voice","torrent,liquid-voice","Popplio,Brionne,Primarina"
0728,Popplio,"Water,Route 1",0.4 m (1′04″),7.5 kg (16.5 lbs),"/ability/torrent,/ability/liquid-voice","torrent,liquid-voice","Popplio,Brionne,Primarina"
0727,Incineroar,"Fire,Dark",1.8 m (5′11″),83.0 kg (183.0 lbs),"/ability/blaze,/ability/intimidate","blaze,intimidate","Litten,Torracat,Incineroar"
0724,Decidueye,"Grass,Ghost,Grass,Fighting",1.6 m (5′03″),36.6 kg (80.7 lbs),"/ability/overgrow,/ability/long-reach,/ability/overgrow,/ability/scrappy","overgrow,long-reach,overgrow,scrappy","Rowlet,Dartrix"
0723,Dartrix,"Grass,Flying",0.7 m (2′04″),16.0 kg (35.3 lbs),"/ability/overgrow,/ability/long-reach","overgrow,long-reach","Rowlet,Dartrix"
0722,Rowlet,"Grass,Flying,Route 1",0.3 m (1′00″),1.5 kg (3.3 lbs),"/ability/overgrow,/ability/long-reach","overgrow,long-reach","Rowlet,Dartrix"
0721,Volcanion,"Fire,Water",1.7 m (5′07″),195.0 kg (429.9 lbs),/ability/water-absorb,water-absorb,
0720,Hoopa,"Psychic,Ghost,Psychic,Dark",0.5 m (1′08″),9.0 kg (19.8 lbs),"/ability/magician,/ability/magician","magician,magician",
0719,Diancie,"Rock,Fairy,Rock,Fairy",0.7 m (2′04″),8.8 kg (19.4 lbs),"/ability/clear-body,/ability/magic-bounce","clear-body,magic-bounce",
0718,Zygarde,"Dragon,Ground,Dragon,Ground,Dragon,Ground",5.0 m (16′05″),305.0 kg (672.4 lbs),"/ability/aura-break,/ability/power-construct,/ability/aura-break,/ability/power-construct,/ability/power-construct","aura-break,power-construct,aura-break,power-construct,power-construct",
0710,Pumpkaboo,"Ghost,Grass,Ghost,Grass,Ghost,Grass,Ghost,Grass",0.4 m (1′04″),5.0 kg (11.0 lbs),"/ability/pickup,/ability/frisk,/ability/insomnia,/ability/pickup,/ability/frisk,/ability/insomnia,/ability/pickup,/ability/frisk,/ability/insomnia,/ability/pickup,/ability/frisk,/ability/insomnia","pickup,frisk,insomnia,pickup,frisk,insomnia,pickup,frisk,insomnia,pickup,frisk,insomnia","Pumpkaboo,Gourgeist"
0709,Trevenant,"Ghost,Grass",1.5 m (4′11″),71.0 kg (156.5 lbs),"/ability/natural-cure,/ability/frisk,/ability/harvest,/pokedex/phantump","natural-cure,frisk,harvest,phantump","Phantump,Trevenant"
0708,Phantump,"Ghost,Grass,Petalburg Woods",0.4 m (1′04″),7.0 kg (15.4 lbs),"/ability/natural-cure,/ability/frisk,/ability/harvest","natural-cure,frisk,harvest","Phantump,Trevenant"
0707,Klefki,"Steel,Fairy,Route 113",0.2 m (0′08″),3.0 kg (6.6 lbs),"/ability/prankster,/ability/magician","prankster,magician",
0699,Aurorus,"Rock,Ice",2.7 m (8′10″),225.0 kg (496.0 lbs),"/ability/refrigerate,/ability/snow-warning","refrigerate,snow-warning","Amaura,Aurorus"
0698,Amaura,"Rock,Ice,Rustboro City",1.3 m (4′03″),25.2 kg (55.6 lbs),"/ability/refrigerate,/ability/snow-warning","refrigerate,snow-warning","Amaura,Aurorus"
0697,Tyrantrum,"Rock,Dragon",2.5 m (8′02″),270.0 kg (595.2 lbs),"/ability/strong-jaw,/ability/rock-head","strong-jaw,rock-head","Tyrunt,Tyrantrum"
0696,Tyrunt,"Rock,Dragon,Rustboro City",0.8 m (2′07″),26.0 kg (57.3 lbs),"/ability/strong-jaw,/ability/sturdy","strong-jaw,sturdy","Tyrunt,Tyrantrum"
0695,Heliolisk,"Electric,Normal",1.0 m (3′03″),21.0 kg (46.3 lbs),"/ability/dry-skin,/ability/sand-veil,/ability/solar-power,/pokedex/helioptile","dry-skin,sand-veil,solar-power,helioptile","Helioptile,Heliolisk"
0694,Helioptile,"Electric,Normal",0.5 m (1′08″),6.0 kg (13.2 lbs),"/ability/dry-skin,/ability/sand-veil,/ability/solar-power","dry-skin,sand-veil,solar-power","Helioptile,Heliolisk"
0692,Clauncher,Water,0.5 m (1′08″),8.3 kg (18.3 lbs),/ability/mega-launcher,mega-launcher,"Clauncher,Clawitzer"
0691,Dragalge,"Poison,Dragon,Route 8,Cyllage City,Ambrette Town",1.8 m (5′11″),81.5 kg (179.7 lbs),"/ability/poison-point,/ability/poison-touch,/ability/adaptability","poison-point,poison-touch,adaptability","Skrelp,Dragalge"
0690,Skrelp,"Poison,Water,Route 8,Cyllage City,Ambrette Town",0.5 m (1′08″),7.3 kg (16.1 lbs),"/ability/poison-point,/ability/poison-touch,/ability/adaptability,/pokedex/dragalge","poison-point,poison-touch,adaptability,dragalge","Skrelp,Dragalge"
0689,Barbaracle,"Rock,Water",1.3 m (4′03″),96.0 kg (211.6 lbs),"/ability/sniper,/ability/tough-claws,/ability/pickpocket","sniper,tough-claws,pickpocket","Binacle,Barbaracle"
0688,Binacle,"Rock,Water,Route 8,12,Cyllage City,Ambrette Town,Azure Bay",0.5 m (1′08″),31.0 kg (68.3 lbs),"/ability/sniper,/ability/tough-claws,/ability/pickpocket","sniper,tough-claws,pickpocket","Binacle,Barbaracle"
0687,Malamar,"Dark,Psychic",1.5 m (4′11″),47.0 kg (103.6 lbs),"/ability/contrary,/ability/suction-cups,/ability/infiltrator,/pokedex/inkay","contrary,suction-cups,infiltrator,inkay","Inkay,Malamar"
0686,Inkay,"Dark,Psychic",0.4 m (1′04″),3.5 kg (7.7 lbs),"/ability/contrary,/ability/suction-cups,/ability/infiltrator","contrary,suction-cups,infiltrator","Inkay,Malamar"
0685,Slurpuff,Fairy,0.8 m (2′07″),5.0 kg (11.0 lbs),"/ability/sweet-veil,/ability/unburden","sweet-veil,unburden","Swirlix,Slurpuff"
0684,Swirlix,Fairy,0.4 m (1′04″),3.5 kg (7.7 lbs),"/ability/sweet-veil,/ability/unburden","sweet-veil,unburden","Swirlix,Slurpuff"
0683,Aromatisse,Fairy,0.8 m (2′07″),15.5 kg (34.2 lbs),"/ability/healer,/ability/aroma-veil","healer,aroma-veil","Spritzee,Aromatisse"
0682,Spritzee,"Fairy,Route 7",0.2 m (0′08″),0.5 kg (1.1 lbs),"/ability/healer,/ability/aroma-veil","healer,aroma-veil","Spritzee,Aromatisse"
0681,Aegislash,"Steel,Ghost,Steel,Ghost",1.7 m (5′07″),53.0 kg (116.8 lbs),"/ability/stance-change,/ability/stance-change","stance-change,stance-change","Honedge,Doublade,Aegislash"
0673,Gogoat,Grass,1.7 m (5′07″),91.0 kg (200.6 lbs),"/ability/sap-sipper,/ability/grass-pelt","sap-sipper,grass-pelt","Skiddo,Gogoat"
0672,Skiddo,Grass,0.9 m (2′11″),31.0 kg (68.3 lbs),"/ability/sap-sipper,/ability/grass-pelt","sap-sipper,grass-pelt","Skiddo,Gogoat"
0671,Florges,Fairy,1.1 m (3′07″),10.0 kg (22.0 lbs),"/ability/flower-veil,/ability/symbiosis","flower-veil,symbiosis","Flabébé,Floette,Florges"
0670,Floette,Fairy,0.2 m (0′08″),0.9 kg (2.0 lbs),"/ability/flower-veil,/ability/symbiosis","flower-veil,symbiosis","Flabébé,Floette,Florges"
0669,Flabébé,Fairy,0.1 m (0′04″),0.1 kg (0.2 lbs),"/ability/flower-veil,/ability/symbiosis","flower-veil,symbiosis","Flabébé,Floette,Florges"
0667,Litleo,"Fire,Normal",0.6 m (2′00″),13.5 kg (29.8 lbs),"/ability/rivalry,/ability/unnerve,/ability/moxie","rivalry,unnerve,moxie","Litleo,Pyroar"
0666,Vivillon,"Bug,Flying",1.2 m (3′11″),17.0 kg (37.5 lbs),"/ability/shield-dust,/ability/compound-eyes,/ability/friend-guard","shield-dust,compound-eyes,friend-guard","Scatterbug,Spewpa,Vivillon"
0665,Spewpa,Bug,0.3 m (1′00″),8.4 kg (18.5 lbs),"/ability/shed-skin,/ability/friend-guard","shed-skin,friend-guard","Scatterbug,Spewpa,Vivillon"
0664,Scatterbug,Bug,0.3 m (1′00″),2.5 kg (5.5 lbs),"/ability/shield-dust,/ability/compound-eyes,/ability/friend-guard","shield-dust,compound-eyes,friend-guard","Scatterbug,Spewpa,Vivillon"
0663,Talonflame,"Fire,Flying",1.2 m (3′11″),24.5 kg (54.0 lbs),"/ability/flame-body,/ability/gale-wings,/pokedex/fletchling,/pokedex/fletchinder","flame-body,gale-wings,fletchling,fletchinder","Fletchling,Fletchinder,Talonflame"
0662,Fletchinder,"Fire,Flying",0.7 m (2′04″),16.0 kg (35.3 lbs),"/ability/flame-body,/ability/gale-wings","flame-body,gale-wings","Fletchling,Fletchinder,Talonflame"
0661,Fletchling,"Normal,Flying",0.3 m (1′00″),1.7 kg (3.7 lbs),"/ability/big-pecks,/ability/gale-wings","big-pecks,gale-wings","Fletchling,Fletchinder,Talonflame"
0660,Diggersby,"Normal,Ground",1.0 m (3′03″),42.4 kg (93.5 lbs),"/ability/pickup,/ability/cheek-pouch,/ability/huge-power","pickup,cheek-pouch,huge-power","Bunnelby,Diggersby"
0659,Bunnelby,Normal,0.4 m (1′04″),5.0 kg (11.0 lbs),"/ability/pickup,/ability/cheek-pouch,/ability/huge-power","pickup,cheek-pouch,huge-power","Bunnelby,Diggersby"
0658,Greninja,"Water,Dark,Water,Dark",1.5 m (4′11″),40.0 kg (88.2 lbs),"/ability/torrent,/ability/protean,/ability/battle-bond","torrent,protean,battle-bond","Froakie,Frogadier,Greninja"
0657,Frogadier,Water,0.6 m (2′00″),10.9 kg (24.0 lbs),"/ability/torrent,/ability/protean","torrent,protean","Froakie,Frogadier,Greninja"
0656,Froakie,Water,0.3 m (1′00″),7.0 kg (15.4 lbs),"/ability/torrent,/ability/protean","torrent,protean","Froakie,Frogadier,Greninja"
0655,Delphox,"Fire,Psychic",1.5 m (4′11″),39.0 kg (86.0 lbs),"/ability/blaze,/ability/magician","blaze,magician","Fennekin,Braixen,Delphox"
0646,Kyurem,"Dragon,Ice,Dragon,Ice,Dragon,Ice",3.0 m (9′10″),325.0 kg (716.5 lbs),"/ability/pressure,/ability/turboblaze,/ability/teravolt","pressure,turboblaze,teravolt",
0645,Landorus,"Ground,Flying,Ground,Flying",1.5 m (4′11″),68.0 kg (149.9 lbs),"/ability/sand-force,/ability/sheer-force,/ability/intimidate","sand-force,sheer-force,intimidate",
0644,Zekrom,"Dragon,Electric,Dragonspiral Tower,N's Castle",2.9 m (9′06″),345.0 kg (760.6 lbs),/ability/teravolt,teravolt,
0643,Reshiram,"Dragon,Fire",3.2 m (10′06″),330.0 kg (727.5 lbs),/ability/turboblaze,turboblaze,
0634,Zweilous,"Dark,Dragon,Victory Road",1.4 m (4′07″),50.0 kg (110.2 lbs),/ability/hustle,hustle,"Deino,Zweilous,Hydreigon"
0633,Deino,"Dark,Dragon",0.8 m (2′07″),17.3 kg (38.1 lbs),/ability/hustle,hustle,"Deino,Zweilous,Hydreigon"
0632,Durant,"Bug,Steel,Twist Mountain,Clay Tunnel,Underground Ruins",0.3 m (1′00″),33.0 kg (72.8 lbs),"/ability/swarm,/ability/hustle,/ability/truant","swarm,hustle,truant",
0631,Heatmor,"Fire,Twist Mountain",1.4 m (4′07″),58.0 kg (127.9 lbs),"/ability/gluttony,/ability/flash-fire,/ability/white-smoke","gluttony,flash-fire,white-smoke",
0630,Mandibuzz,"Dark,Flying",1.2 m (3′11″),39.5 kg (87.1 lbs),"/ability/big-pecks,/ability/overcoat,/ability/weak-armor,/pokedex/vullaby","big-pecks,overcoat,weak-armor,vullaby","Vullaby,Mandibuzz"
0622,Golett,"Ground,Ghost",1.0 m (3′03″),92.0 kg (202.8 lbs),"/ability/iron-fist,/ability/klutz,/ability/no-guard","iron-fist,klutz,no-guard","Golett,Golurk"
0621,Druddigon,"Dragon,Dragonspiral Tower,Victory Road",1.6 m (5′03″),139.0 kg (306.4 lbs),"/ability/rough-skin,/ability/sheer-force,/ability/mold-breaker","rough-skin,sheer-force,mold-breaker",
0620,Mienshao,"Fighting,Route 23,Dragonspiral Tower",1.4 m (4′07″),35.5 kg (78.3 lbs),"/ability/inner-focus,/ability/regenerator,/ability/reckless,/pokedex/mienfoo","inner-focus,regenerator,reckless,mienfoo","Mienfoo,Mienshao"
0618,Stunfisk,"Ground,Electric,Ground,Steel,Route 14,19",0.7 m (2′04″),11.0 kg (24.3 lbs),"/ability/static,/ability/limber,/ability/sand-veil,/ability/mimicry","static,limber,sand-veil,mimicry",
0617,Accelgor,Bug,0.8 m (2′07″),25.3 kg (55.8 lbs),"/ability/hydration,/ability/sticky-hold,/ability/unburden,/pokedex/shelmet","hydration,sticky-hold,unburden,shelmet","Shelmet,Accelgor"
0616,Shelmet,"Bug,Route 6,8,11,Icirrus City,Moor of Icirrus",0.4 m (1′04″),7.7 kg (17.0 lbs),"/ability/hydration,/ability/shell-armor,/ability/overcoat","hydration,shell-armor,overcoat","Shelmet,Accelgor"
0615,Cryogonal,"Ice,Frost Cavern",1.1 m (3′07″),148.0 kg (326.3 lbs),/ability/levitate,levitate,
0607,Litwick,"Ghost,Fire,Celestial Tower,Strange House",0.3 m (1′00″),3.1 kg (6.8 lbs),"/ability/flash-fire,/ability/flame-body,/ability/infiltrator","flash-fire,flame-body,infiltrator","Litwick,Lampent,Chandelure"
0606,Beheeyem,Psychic,1.0 m (3′03″),34.5 kg (76.1 lbs),"/ability/telepathy,/ability/synchronize,/ability/analytic,/pokedex/elgyem","telepathy,synchronize,analytic,elgyem","Elgyem,Beheeyem"
0604,Eelektross,Electric,2.1 m (6′11″),80.5 kg (177.5 lbs),/ability/levitate,levitate,"Tynamo,Eelektrik,Eelektross"
0603,Eelektrik,"Electric,Seaside Cave",1.2 m (3′11″),22.0 kg (48.5 lbs),/ability/levitate,levitate,"Tynamo,Eelektrik,Eelektross"
0602,Tynamo,"Electric,Chargestone Cave,Seaside Cave",0.2 m (0′08″),0.3 kg (0.7 lbs),/ability/levitate,levitate,"Tynamo,Eelektrik,Eelektross"
0601,Klinklang,"Steel,P2 Laboratory",0.6 m (2′00″),81.0 kg (178.6 lbs),"/ability/plus,/ability/minus,/ability/clear-body","plus,minus,clear-body","Klink,Klang,Klinklang"
0600,Klang,"Steel,P2 Laboratory",0.6 m (2′00″),51.0 kg (112.4 lbs),"/ability/plus,/ability/minus,/ability/clear-body","plus,minus,clear-body","Klink,Klang,Klinklang"
0592,Frillish,"Water,Ghost,Route 4,13,17,18,21,P2 Laboratory,Undella Bay,Undella Town,Virbank City,Virbank Complex,Humilau City,Seaside Cave",1.2 m (3′11″),33.0 kg (72.8 lbs),"/ability/water-absorb,/ability/cursed-body,/ability/damp","water-absorb,cursed-body,damp","Frillish,Jellicent"
0591,Amoonguss,"Grass,Poison,Route 11,22,23",0.6 m (2′00″),10.5 kg (23.1 lbs),"/ability/effect-spore,/ability/regenerator","effect-spore,regenerator","Foongus,Amoonguss"
0590,Foongus,"Grass,Poison,Route 6,7",0.2 m (0′08″),1.0 kg (2.2 lbs),"/ability/effect-spore,/ability/regenerator","effect-spore,regenerator","Foongus,Amoonguss"
0589,Escavalier,"Bug,Steel",1.0 m (3′03″),33.0 kg (72.8 lbs),"/ability/swarm,/ability/shell-armor,/ability/overcoat,/pokedex/karrablast","swarm,shell-armor,overcoat,karrablast","Karrablast,Escavalier"
0588,Karrablast,"Bug,Route 6,8,11,Icirrus City,Moor of Icirrus",0.5 m (1′08″),5.9 kg (13.0 lbs),"/ability/swarm,/ability/shed-skin,/ability/no-guard","swarm,shed-skin,no-guard","Karrablast,Escavalier"
0587,Emolga,"Electric,Flying,Route 5,6,7,9,11,12,13,14,15,16,22,23,Dragonspiral Tower,Abundant Shrine,Lostlorn Forest,Village Bridge",0.4 m (1′04″),5.0 kg (11.0 lbs),"/ability/static,/ability/motor-drive","static,motor-drive",
0586,Sawsbuck,"Normal,Grass",1.9 m (6′03″),92.5 kg (203.9 lbs),"/ability/chlorophyll,/ability/sap-sipper,/ability/serene-grace","chlorophyll,sap-sipper,serene-grace","Deerling,Sawsbuck"
0585,Deerling,"Normal,Grass,Route 6,7",0.6 m (2′00″),19.5 kg (43.0 lbs),"/ability/chlorophyll,/ability/sap-sipper,/ability/serene-grace","chlorophyll,sap-sipper,serene-grace","Deerling,Sawsbuck"
0584,Vanilluxe,"Ice,Dragonspiral Tower,Giant Chasm",1.3 m (4′03″),57.5 kg (126.8 lbs),"/ability/ice-body,/ability/snow-warning,/ability/weak-armor","ice-body,snow-warning,weak-armor","Vanillite,Vanillish,Vanilluxe"
